feature,revenue,average_value
PageValues,0,1.9999853094621736
PageValues,1,27.264518194696016
ProductRelated_Duration,0,1082.9768813253959
ProductRelated_Duration,1,1876.2096148889045
BounceRates,0,0.023196678058269398
BounceRates,1,0.005117152640461216
ExitRates,0,0.04552552543721472
ExitRates,1,0.019555168256813416
