model,model_id,type,recommended,accuracy,precision,recall,f1,roc_auc,threshold,tp,fp,fn,tn,visitors_impacted,benefit_tp_usd,cost_fp_usd,cost_fn_usd,value_tn_usd,intervention_cost_usd,net_value_usd,roi_pct,average_purchase_usd,gross_margin_pct,incentive_cost_usd,contact_cost_usd,uplift_pct,false_negative_cost_usd,true_negative_value_usd,is_best_value_threshold,is_best_f1_threshold
Random Forest,random_forest_tuned,tuned,False,0.6612044244162228,0.31223628691983124,0.9685863874345549,0.47223994894703253,0.9277905199748772,0.05,370,815,12,1244,1185,8288.0,-8150.0,-720.0,0.0,11850.0,-582.0,-4.911392405063291,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.7038099139696845,0.34050514499532275,0.9528795811518325,0.5017229496898691,0.9277905199748772,0.06,364,705,18,1354,1069,8153.599999999999,-7050.0,-1080.0,0.0,10690.0,23.599999999999454,0.22076707202992943,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.7419090536665301,0.37216494845360826,0.9450261780104712,0.5340236686390533,0.9277905199748772,0.07,361,609,21,1450,970,8086.4,-6090.0,-1260.0,0.0,9700.0,736.3999999999996,7.591752577319584,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.7562474395739451,0.3858520900321543,0.9424083769633508,0.5475285171102662,0.9277905199748772,0.08,360,573,22,1486,933,8063.999999999999,-5730.0,-1320.0,0.0,9330.0,1013.9999999999991,10.868167202572337,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.7763211798443261,0.4055299539170507,0.9214659685863874,0.5632,0.9277905199748772,0.09,352,516,30,1543,868,7884.799999999999,-5160.0,-1800.0,0.0,8680.0,924.7999999999993,10.654377880184324,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.7828758705448586,0.41273584905660377,0.9162303664921466,0.5691056910569106,0.9277905199748772,0.1,350,498,32,1561,848,7839.999999999999,-4980.0,-1920.0,0.0,8480.0,939.9999999999991,11.084905660377348,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.7963949201147071,0.42874845105328374,0.9057591623036649,0.5820016820857864,0.9277905199748772,0.11,346,461,36,1598,807,7750.4,-4610.0,-2160.0,0.0,8070.0,980.3999999999996,12.14869888475836,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8070462925030725,0.44272844272844275,0.900523560209424,0.5936151855047455,0.9277905199748772,0.12,344,433,38,1626,777,7705.599999999999,-4330.0,-2280.0,0.0,7770.0,1095.5999999999995,14.100386100386094,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8131913150348218,0.45144356955380577,0.900523560209424,0.6013986013986014,0.9277905199748772,0.13,344,418,38,1641,762,7705.599999999999,-4180.0,-2280.0,0.0,7620.0,1245.5999999999995,16.346456692913378,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8254813600983204,0.4696132596685083,0.8900523560209425,0.6148282097649186,0.9277905199748772,0.14,340,384,42,1675,724,7615.999999999999,-3840.0,-2520.0,0.0,7240.0,1255.999999999999,17.34806629834253,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8312167144612863,0.4788135593220339,0.887434554973822,0.6220183486238532,0.9277905199748772,0.15,339,369,43,1690,708,7593.599999999999,-3690.0,-2580.0,0.0,7080.0,1323.5999999999995,18.69491525423728,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8402294141745187,0.49416909620991256,0.887434554973822,0.6348314606741573,0.9277905199748772,0.16,339,347,43,1712,686,7593.599999999999,-3470.0,-2580.0,0.0,6860.0,1543.5999999999995,22.501457725947514,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8459647685374846,0.5044910179640718,0.8821989528795812,0.6419047619047619,0.9277905199748772,0.17,337,331,45,1728,668,7548.799999999999,-3310.0,-2700.0,0.0,6680.0,1538.7999999999993,23.035928143712564,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8480131093814011,0.5082956259426847,0.8821989528795812,0.6449760765550239,0.9277905199748772,0.18,337,326,45,1733,663,7548.799999999999,-3260.0,-2700.0,0.0,6630.0,1588.7999999999993,23.963800904977365,180.0,0.45,8.0,2.0,0.4,60.0,0.0,True,False
Random Forest,random_forest_tuned,tuned,False,0.8512904547316673,0.514637904468413,0.8743455497382199,0.6479146459747818,0.9277905199748772,0.19,334,315,48,1744,649,7481.599999999999,-3150.0,-2880.0,0.0,6490.0,1451.5999999999995,22.36671802773497,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8537484637443671,0.5195007800312013,0.8717277486910995,0.6510263929618768,0.9277905199748772,0.2,333,308,49,1751,641,7459.2,-3080.0,-2940.0,0.0,6410.0,1439.1999999999998,22.452418096723868,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8574354772634166,0.5275080906148867,0.8534031413612565,0.652,0.9277905199748772,0.21,326,292,56,1767,618,7302.4,-2920.0,-3360.0,0.0,6180.0,1022.3999999999996,16.543689320388346,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.862351495288816,0.5380794701986755,0.8507853403141361,0.6592292089249493,0.9277905199748772,0.22,325,279,57,1780,604,7279.999999999999,-2790.0,-3420.0,0.0,6040.0,1069.999999999999,17.715231788079457,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8635804997951659,0.5409015025041736,0.8481675392670157,0.6605504587155964,0.9277905199748772,0.23,324,275,58,1784,599,7257.599999999999,-2750.0,-3480.0,0.0,5990.0,1027.5999999999995,17.15525876460767,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8684965178205654,0.5521367521367522,0.8455497382198953,0.6680455015511892,0.9277905199748772,0.24,323,262,59,1797,585,7235.2,-2620.0,-3540.0,0.0,5850.0,1075.1999999999998,18.379487179487175,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8730028676771815,0.5627177700348432,0.8455497382198953,0.6757322175732218,0.9277905199748772,0.25,323,251,59,1808,574,7235.2,-2510.0,-3540.0,0.0,5740.0,1185.1999999999998,20.648083623693378,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8738222040147481,0.5656028368794326,0.8350785340314136,0.6744186046511628,0.9277905199748772,0.26,319,245,63,1814,564,7145.599999999999,-2450.0,-3780.0,0.0,5640.0,915.5999999999995,16.23404255319148,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8758705448586644,0.5714285714285714,0.8272251308900523,0.6759358288770053,0.9277905199748772,0.27,316,237,66,1822,553,7078.4,-2370.0,-3960.0,0.0,5530.0,748.3999999999996,13.533453887884262,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8754608766898812,0.5709090909090909,0.8219895287958116,0.6738197424892703,0.9277905199748772,0.28,314,236,68,1823,550,7033.599999999999,-2360.0,-4080.0,0.0,5500.0,593.5999999999995,10.792727272727262,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8787382220401475,0.5796296296296296,0.819371727748691,0.6789587852494577,0.9277905199748772,0.29,313,227,69,1832,540,7011.2,-2270.0,-4140.0,0.0,5400.0,601.1999999999998,11.13333333333333,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8779188857025809,0.5783582089552238,0.8115183246073299,0.6753812636165577,0.9277905199748772,0.3,310,226,72,1833,536,6944.0,-2260.0,-4320.0,0.0,5360.0,364.0,6.791044776119402,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8787382220401475,0.5808270676691729,0.8089005235602095,0.6761487964989059,0.9277905199748772,0.31,309,223,73,1836,532,6921.599999999999,-2230.0,-4380.0,0.0,5320.0,311.59999999999945,5.857142857142847,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8807865628840639,0.5866666666666667,0.806282722513089,0.679162072767365,0.9277905199748772,0.32,308,217,74,1842,525,6899.2,-2170.0,-4440.0,0.0,5250.0,289.1999999999998,5.508571428571425,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8820155673904138,0.5903846153846154,0.8036649214659686,0.6807095343680709,0.9277905199748772,0.33,307,213,75,1846,520,6876.799999999999,-2130.0,-4500.0,0.0,5200.0,246.79999999999927,4.746153846153832,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8844735764031135,0.59765625,0.8010471204188482,0.6845637583892618,0.9277905199748772,0.34,306,206,76,1853,512,6854.4,-2060.0,-4560.0,0.0,5120.0,234.39999999999964,4.578124999999993,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8844735764031135,0.5980392156862745,0.7984293193717278,0.6838565022421524,0.9277905199748772,0.35,305,205,77,1854,510,6832.0,-2050.0,-4620.0,0.0,5100.0,162.0,3.176470588235294,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8848832445718967,0.6003976143141153,0.7905759162303665,0.6824858757062147,0.9277905199748772,0.36,302,201,80,1858,503,6764.799999999999,-2010.0,-4800.0,0.0,5030.0,-45.20000000000073,-0.898608349900611,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8865219172470299,0.6052104208416834,0.7905759162303665,0.6855845629965948,0.9277905199748772,0.37,302,197,80,1862,499,6764.799999999999,-1970.0,-4800.0,0.0,4990.0,-5.200000000000728,-0.10420841683368191,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8865219172470299,0.6064908722109533,0.7827225130890052,0.6834285714285714,0.9277905199748772,0.38,299,194,83,1865,493,6697.599999999999,-1940.0,-4980.0,0.0,4930.0,-222.40000000000055,-4.511156186612587,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8877509217533798,0.610655737704918,0.7801047120418848,0.6850574712643678,0.9277905199748772,0.39,298,190,84,1869,488,6675.2,-1900.0,-5040.0,0.0,4880.0,-264.8000000000002,-5.426229508196725,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8889799262597297,0.6144329896907217,0.7801047120418848,0.6874279123414071,0.9277905199748772,0.4,298,187,84,1872,485,6675.2,-1870.0,-5040.0,0.0,4850.0,-234.80000000000018,-4.841237113402066,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8906185989348627,0.6205450733752621,0.774869109947644,0.689173457508731,0.9277905199748772,0.41,296,181,86,1878,477,6630.4,-1810.0,-5160.0,0.0,4770.0,-339.60000000000036,-7.119496855345919,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8934862761163458,0.6297872340425532,0.774869109947644,0.6948356807511737,0.9277905199748772,0.42,296,174,86,1885,470,6630.4,-1740.0,-5160.0,0.0,4700.0,-269.60000000000036,-5.736170212765965,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8938959442851291,0.6311300639658849,0.774869109947644,0.6956521739130435,0.9277905199748772,0.43,296,173,86,1886,469,6630.4,-1730.0,-5160.0,0.0,4690.0,-259.60000000000036,-5.5351812366737825,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8951249487914789,0.6369565217391304,0.7670157068062827,0.6959619952494062,0.9277905199748772,0.44,293,167,89,1892,460,6563.2,-1670.0,-5340.0,0.0,4600.0,-446.8000000000002,-9.713043478260873,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8951249487914789,0.6369565217391304,0.7670157068062827,0.6959619952494062,0.9277905199748772,0.45,293,167,89,1892,460,6563.2,-1670.0,-5340.0,0.0,4600.0,-446.8000000000002,-9.713043478260873,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8971732896353953,0.6445916114790287,0.7643979057591623,0.6994011976047905,0.9277905199748772,0.46,292,161,90,1898,453,6540.799999999999,-1610.0,-5400.0,0.0,4530.0,-469.2000000000007,-10.357615894039752,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,True
Random Forest,random_forest_tuned,tuned,False,0.8963539532978287,0.6442953020134228,0.7539267015706806,0.6948130277442702,0.9277905199748772,0.47,288,159,94,1900,447,6451.2,-1590.0,-5640.0,0.0,4470.0,-778.8000000000002,-17.422818791946312,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8971732896353953,0.6478555304740407,0.7513089005235603,0.6957575757575758,0.9277905199748772,0.48,287,156,95,1903,443,6428.799999999999,-1560.0,-5700.0,0.0,4430.0,-831.2000000000007,-18.762979683972926,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.896763621466612,0.6477272727272727,0.7460732984293194,0.6934306569343066,0.9277905199748772,0.49,285,155,97,1904,440,6384.0,-1550.0,-5820.0,0.0,4400.0,-986.0,-22.40909090909091,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.896763621466612,0.6484018264840182,0.743455497382199,0.6926829268292682,0.9277905199748772,0.5,284,154,98,1905,438,6361.599999999999,-1540.0,-5880.0,0.0,4380.0,-1058.4000000000005,-24.16438356164385,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.896763621466612,0.6490825688073395,0.7408376963350786,0.6919315403422983,0.9277905199748772,0.51,283,153,99,1906,436,6339.2,-1530.0,-5940.0,0.0,4360.0,-1130.8000000000002,-25.935779816513765,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8971732896353953,0.6526806526806527,0.7329842931937173,0.6905055487053021,0.9277905199748772,0.52,280,149,102,1910,429,6272.0,-1490.0,-6120.0,0.0,4290.0,-1338.0,-31.18881118881119,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8984022941417452,0.6580188679245284,0.7303664921465969,0.6923076923076923,0.9277905199748772,0.53,279,145,103,1914,424,6249.599999999999,-1450.0,-6180.0,0.0,4240.0,-1380.4000000000005,-32.55660377358492,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8979926259729619,0.6587112171837709,0.7225130890052356,0.6891385767790262,0.9277905199748772,0.54,276,143,106,1916,419,6182.4,-1430.0,-6360.0,0.0,4190.0,-1607.6000000000004,-38.367541766109795,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8979926259729619,0.6587112171837709,0.7225130890052356,0.6891385767790262,0.9277905199748772,0.55,276,143,106,1916,419,6182.4,-1430.0,-6360.0,0.0,4190.0,-1607.6000000000004,-38.367541766109795,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.9000409668168783,0.6682926829268293,0.7172774869109948,0.6919191919191919,0.9277905199748772,0.56,274,136,108,1923,410,6137.599999999999,-1360.0,-6480.0,0.0,4100.0,-1702.4000000000005,-41.52195121951221,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.9000409668168783,0.6699507389162561,0.7120418848167539,0.6903553299492385,0.9277905199748772,0.57,272,134,110,1925,406,6092.799999999999,-1340.0,-6600.0,0.0,4060.0,-1847.2000000000007,-45.497536945812826,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8992216304793118,0.6708542713567839,0.6989528795811518,0.6846153846153846,0.9277905199748772,0.58,267,131,115,1928,398,5980.799999999999,-1310.0,-6900.0,0.0,3980.0,-2229.2000000000007,-56.0100502512563,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8984022941417452,0.6709183673469388,0.6884816753926701,0.6795865633074936,0.9277905199748772,0.59,263,129,119,1930,392,5891.2,-1290.0,-7140.0,0.0,3920.0,-2538.8,-64.76530612244899,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8979926259729619,0.670076726342711,0.6858638743455497,0.6778783958602846,0.9277905199748772,0.6,262,129,120,1930,391,5868.799999999999,-1290.0,-7200.0,0.0,3910.0,-2621.2000000000007,-67.03836317135551,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8979926259729619,0.6727272727272727,0.6780104712041884,0.6753585397653195,0.9277905199748772,0.61,259,126,123,1933,385,5801.599999999999,-1260.0,-7380.0,0.0,3850.0,-2838.4000000000005,-73.72467532467533,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.896763621466612,0.6737967914438503,0.6596858638743456,0.6666666666666666,0.9277905199748772,0.62,252,122,130,1937,374,5644.799999999999,-1220.0,-7800.0,0.0,3740.0,-3375.2000000000007,-90.24598930481285,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8963539532978287,0.6738544474393531,0.6544502617801047,0.6640106241699867,0.9277905199748772,0.63,250,121,132,1938,371,5600.0,-1210.0,-7920.0,0.0,3710.0,-3530.0,-95.14824797843666,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8984022941417452,0.6840659340659341,0.6518324607329843,0.6675603217158177,0.9277905199748772,0.64,249,115,133,1944,364,5577.599999999999,-1150.0,-7980.0,0.0,3640.0,-3552.4000000000005,-97.59340659340661,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8988119623105285,0.6890756302521008,0.643979057591623,0.6657645466847091,0.9277905199748772,0.65,246,111,136,1948,357,5510.4,-1110.0,-8160.0,0.0,3570.0,-3759.6000000000004,-105.31092436974791,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.899631298648095,0.6974063400576369,0.6335078534031413,0.663923182441701,0.9277905199748772,0.66,242,105,140,1954,347,5420.799999999999,-1050.0,-8400.0,0.0,3470.0,-4029.2000000000007,-116.11527377521615,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.9008603031544449,0.7034883720930233,0.6335078534031413,0.6666666666666666,0.9277905199748772,0.67,242,102,140,1957,344,5420.799999999999,-1020.0,-8400.0,0.0,3440.0,-3999.2000000000007,-116.25581395348838,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.9020893076607948,0.7109144542772862,0.6308900523560209,0.6685159500693482,0.9277905199748772,0.68,241,98,141,1961,339,5398.4,-980.0,-8460.0,0.0,3390.0,-4041.6000000000004,-119.22123893805309,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.9008603031544449,0.7121212121212122,0.6151832460732984,0.6601123595505618,0.9277905199748772,0.69,235,95,147,1964,330,5264.0,-950.0,-8820.0,0.0,3300.0,-4506.0,-136.54545454545456,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.9008603031544449,0.7134146341463414,0.612565445026178,0.6591549295774648,0.9277905199748772,0.7,234,94,148,1965,328,5241.599999999999,-940.0,-8880.0,0.0,3280.0,-4578.400000000001,-139.58536585365854,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.9016796394920115,0.721875,0.6047120418848168,0.6581196581196581,0.9277905199748772,0.71,231,89,151,1970,320,5174.4,-890.0,-9060.0,0.0,3200.0,-4775.6,-149.2375,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8988119623105285,0.7198697068403909,0.5785340314136126,0.6415094339622641,0.9277905199748772,0.72,221,86,161,1973,307,4950.4,-860.0,-9660.0,0.0,3070.0,-5569.6,-181.42019543973942,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8988119623105285,0.7227722772277227,0.5732984293193717,0.6394160583941606,0.9277905199748772,0.73,219,84,163,1975,303,4905.599999999999,-840.0,-9780.0,0.0,3030.0,-5714.400000000001,-188.5940594059406,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8951249487914789,0.71875,0.5418848167539267,0.6179104477611941,0.9277905199748772,0.74,207,81,175,1978,288,4636.799999999999,-810.0,-10500.0,0.0,2880.0,-6673.200000000001,-231.70833333333337,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8951249487914789,0.723404255319149,0.5340314136125655,0.6144578313253012,0.9277905199748772,0.75,204,78,178,1981,282,4569.599999999999,-780.0,-10680.0,0.0,2820.0,-6890.400000000001,-244.34042553191492,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8955346169602622,0.7360594795539034,0.518324607329843,0.6082949308755761,0.9277905199748772,0.76,198,71,184,1988,269,4435.2,-710.0,-11040.0,0.0,2690.0,-7314.8,-271.9256505576208,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8959442851290454,0.7461538461538462,0.5078534031413613,0.6043613707165109,0.9277905199748772,0.77,194,66,188,1993,260,4345.599999999999,-660.0,-11280.0,0.0,2600.0,-7594.400000000001,-292.0923076923077,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8971732896353953,0.7609561752988048,0.5,0.6034755134281201,0.9277905199748772,0.78,191,60,191,1999,251,4278.4,-600.0,-11460.0,0.0,2510.0,-7781.6,-310.02390438247016,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8955346169602622,0.7679324894514767,0.47643979057591623,0.5880452342487884,0.9277905199748772,0.79,182,55,200,2004,237,4076.7999999999997,-550.0,-12000.0,0.0,2370.0,-8473.2,-357.5189873417722,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8934862761163458,0.7652173913043478,0.4607329842931937,0.5751633986928104,0.9277905199748772,0.8,176,54,206,2005,230,3942.3999999999996,-540.0,-12360.0,0.0,2300.0,-8957.6,-389.4608695652174,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8926669397787792,0.7702702702702703,0.4476439790575916,0.5662251655629139,0.9277905199748772,0.81,171,51,211,2008,222,3830.3999999999996,-510.0,-12660.0,0.0,2220.0,-9339.6,-420.7027027027027,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8906185989348627,0.7751196172248804,0.42408376963350786,0.5482233502538071,0.9277905199748772,0.82,162,47,220,2012,209,3628.7999999999997,-470.0,-13200.0,0.0,2090.0,-10041.2,-480.4401913875599,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8889799262597297,0.7733990147783252,0.4109947643979058,0.5367521367521367,0.9277905199748772,0.83,157,46,225,2013,203,3516.7999999999997,-460.0,-13500.0,0.0,2030.0,-10443.2,-514.4433497536946,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8885702580909464,0.8021978021978022,0.38219895287958117,0.5177304964539007,0.9277905199748772,0.84,146,36,236,2023,182,3270.3999999999996,-360.0,-14160.0,0.0,1820.0,-11249.6,-618.1098901098902,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.88529291274068,0.7965116279069767,0.3586387434554974,0.49458483754512633,0.9277905199748772,0.85,137,35,245,2024,172,3068.7999999999997,-350.0,-14700.0,0.0,1720.0,-11981.2,-696.5813953488373,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8816058992216305,0.7961783439490446,0.32722513089005234,0.46382189239332094,0.9277905199748772,0.86,125,32,257,2027,157,2800.0,-320.0,-15420.0,0.0,1570.0,-12940.0,-824.2038216560509,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8779188857025809,0.795774647887324,0.29581151832460734,0.4312977099236641,0.9277905199748772,0.87,113,29,269,2030,142,2531.2,-290.0,-16140.0,0.0,1420.0,-13898.8,-978.7887323943661,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8770995493650143,0.7971014492753623,0.2879581151832461,0.4230769230769231,0.9277905199748772,0.88,110,28,272,2031,138,2464.0,-280.0,-16320.0,0.0,1380.0,-14136.0,-1024.3478260869565,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8717738631708316,0.8,0.24083769633507854,0.3702213279678068,0.9277905199748772,0.89,92,23,290,2036,115,2060.7999999999997,-230.0,-17400.0,0.0,1150.0,-15569.2,-1353.8434782608697,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8705448586644817,0.83,0.21727748691099477,0.34439834024896265,0.9277905199748772,0.9,83,17,299,2042,100,1859.1999999999998,-170.0,-17940.0,0.0,1000.0,-16250.8,-1625.08,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8635804997951659,0.810126582278481,0.16753926701570682,0.27765726681127983,0.9277905199748772,0.91,64,15,318,2044,79,1433.6,-150.0,-19080.0,0.0,790.0,-17796.4,-2252.7088607594937,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
Random Forest,random_forest_tuned,tuned,False,0.8603031544448996,0.8360655737704918,0.13350785340314136,0.23024830699774265,0.9277905199748772,0.92,51,10,331,2049,61,1142.3999999999999,-100.0,-19860.0,0.0,610.0,-18817.6,-3084.8524590163934,180.0,0.45,8.0,2.0,0.4,60.0,0.0,False,False
